transaction_id,transaction_date,customer,product,channel,quantity,revenue
T100376,2025-02-07,CUST-0003,Cirrus Notebook,paid_search,6,318.38
T100377,2025-07-14,CUST-0040,Basalt Mug,paid_search,6,1559.87
T100378,2025-12-19,CUST-0026,Ember Kettle,organic,6,901.19
T100379,2025-07-16,CUST-0054,Delta Backpack,email,2,2246.56
T100380,2025-07-16,CUST-0001,Basalt Mug,email,8,432.84
T100381,2025-12-07,CUST-0008,Aurora Desk Lamp,email,5,971.21
T100382,2025-04-28,CUST-0030,Aurora Desk Lamp,email,2,196.20
T100383,2025-11-07,CUST-0009,Delta Backpack,retail,1,1710.01
T100384,2025-01-28,CUST-0035,Cirrus Notebook,paid_search,6,1508.12
T100385,2025-09-09,CUST-0057,Delta Backpack,retail,5,218.84
T100386,2025-11-02,CUST-0013,Basalt Mug,organic,7,744.75
T100387,2025-01-07,CUST-0060,Cirrus Notebook,paid_search,8,1294.00
T100388,2025-04-15,CUST-0037,Cirrus Notebook,,1,2207.48
T100389,2025-01-09,CUST-0040,Delta Backpack,retail,5,536.63
T100390,2025-07-24,CUST-0009,Aurora Desk Lamp,organic,1,1074.38
T100391,2025-10-16,CUST-0019,Basalt Mug,affiliate,3,442.24
T100392,2025-09-27,CUST-0004,Delta Backpack,organic,9,391.58
T100393,2025-04-22,CUST-0003,Basalt Mug,retail,7,2002.55
T100394,2025-08-10,CUST-0017,Cirrus Notebook,affiliate,6,1822.51
T100395,2025-09-27,CUST-0019,Basalt Mug,organic,7,524.42
T100396,2025-11-18,CUST-0026,Aurora Desk Lamp,organic,8,1669.73
T100397,2025-01-27,CUST-0049,Delta Backpack,organic,9,852.14
T100398,2025-02-07,CUST-0050,Basalt Mug,paid_search,9,1169.57
T100399,2025-10-10,CUST-0043,Cirrus Notebook,affiliate,2,89.38
T100400,2025-01-06,CUST-0051,Cirrus Notebook,retail,8,807.53
T100401,2025-02-24,CUST-0003,Aurora Desk Lamp,email,9,1347.31
T100402,2025-01-17,CUST-0047,Basalt Mug,retail,3,1395.22
T100403,2025-06-06,CUST-0020,Basalt Mug,email,6,
T100404,2025-05-04,CUST-0021,Delta Backpack,organic,2,266.41
T100405,2025-04-06,CUST-0036,Basalt Mug,email,9,1369.28
T100406,2025-03-08,CUST-0004,Delta Backpack,affiliate,9,1747.08
T100407,2025-12-19,CUST-0002,Delta Backpack,organic,2,515.72
T100408,2025-07-20,CUST-0039,Ember Kettle,paid_search,2,1249.26
T100409,2025-12-27,CUST-0040,Basalt Mug,organic,2,160.39
T100410,2025-05-11,CUST-0027,Aurora Desk Lamp,retail,3,
T100411,2025-02-26,CUST-0013,Basalt Mug,affiliate,3,596.67
T100412,2025-11-11,CUST-0050,Cirrus Notebook,email,1,1704.13
T100413,2025-02-25,CUST-0027,Aurora Desk Lamp,email,4,1453.16
T100414,2025-11-23,CUST-0032,Basalt Mug,affiliate,3,2331.59
T100415,2025-05-27,CUST-0038,Basalt Mug,paid_search,1,1668.50
T100416,2025-07-13,CUST-0041,Aurora Desk Lamp,affiliate,5,1982.52
T100417,2025-02-26,CUST-0057,Delta Backpack,paid_search,4,1892.50
T100418,2025-10-22,CUST-0050,Cirrus Notebook,email,7,2136.21
T100419,2025-07-13,CUST-0020,Aurora Desk Lamp,organic,6,2276.10
T100420,2025-05-16,CUST-0022,Ember Kettle,email,8,1453.95
T100421,2025-04-03,CUST-0045,Delta Backpack,retail,1,856.67
T100422,2025-07-22,CUST-0058,Basalt Mug,organic,2,1297.17
T100423,2025-07-09,CUST-0057,Delta Backpack,organic,6,806.39
T100424,2025-05-16,CUST-0001,Aurora Desk Lamp,affiliate,4,772.56
T100425,2025-03-04,CUST-0048,Ember Kettle,retail,5,2268.67
T100426,2025-11-13,CUST-0019,Cirrus Notebook,paid_search,7,334.46
T100427,2025-05-22,CUST-0032,Cirrus Notebook,retail,9,1705.77
T100428,2025-12-01,CUST-0010,Ember Kettle,email,9,148.07
T100429,2025-12-15,CUST-0010,Basalt Mug,paid_search,8,95.84
T100430,2025-10-19,CUST-0049,Basalt Mug,retail,3,1225.09
T100431,2025-05-25,CUST-0044,Delta Backpack,retail,9,1311.76
T100432,2025-08-23,CUST-0051,Ember Kettle,paid_search,6,872.26
T100433,2025-06-05,CUST-0059,Aurora Desk Lamp,email,3,491.47
T100434,2025-10-10,CUST-0040,Cirrus Notebook,paid_search,3,2331.89
T100435,2025-08-13,CUST-0018,Aurora Desk Lamp,paid_search,6,270.93
T100436,2025-04-20,CUST-0049,Ember Kettle,retail,3,1087.17
T100437,2025-08-22,CUST-0034,Cirrus Notebook,retail,2,1346.28
T100438,2025-11-04,CUST-0039,Cirrus Notebook,email,1,632.23
T100439,2025-05-08,CUST-0052,Aurora Desk Lamp,affiliate,2,2127.50
T100440,2025-05-06,CUST-0022,Delta Backpack,email,7,1551.72
T100441,2025-07-16,CUST-0027,Cirrus Notebook,paid_search,3,1936.09
T100442,2025-03-07,CUST-0016,Ember Kettle,,7,820.89
T100443,2025-07-13,CUST-0033,Aurora Desk Lamp,paid_search,3,522.88
T100444,2025-05-02,CUST-0040,Cirrus Notebook,retail,5,1786.31
T100445,2025-12-03,CUST-0007,Cirrus Notebook,affiliate,9,1854.40
T100446,2025-11-19,CUST-0021,Basalt Mug,email,6,
T100447,2025-01-15,CUST-0036,Ember Kettle,organic,8,1514.63
T100448,2025-01-02,CUST-0022,Ember Kettle,retail,2,1296.42
T100449,2025-10-08,CUST-0002,Basalt Mug,organic,5,532.25
T100450,2025-03-01,CUST-0006,Ember Kettle,paid_search,7,1948.13
T100451,2025-02-13,CUST-0052,Cirrus Notebook,affiliate,7,944.05
T100452,2025-09-11,CUST-0044,Ember Kettle,paid_search,2,1582.89
T100453,2025-08-07,CUST-0048,Ember Kettle,organic,2,827.93
T100454,2025-01-15,CUST-0019,Aurora Desk Lamp,organic,5,1868.50
T100455,2025-12-24,CUST-0042,Ember Kettle,email,2,1476.11
T100456,2025-05-18,CUST-0012,Cirrus Notebook,organic,6,860.65
T100457,2025-07-01,CUST-0057,Delta Backpack,retail,2,1933.11
T100458,2025-08-03,CUST-0034,Ember Kettle,paid_search,8,2189.19
T100459,2025-05-17,CUST-0018,Ember Kettle,paid_search,5,940.71
T100460,2025-07-25,CUST-0001,Aurora Desk Lamp,retail,3,1760.99
T100461,2025-04-24,CUST-0030,Aurora Desk Lamp,retail,1,
T100462,2025-04-19,CUST-0050,Basalt Mug,email,6,1287.63
T100463,2025-01-08,CUST-0013,Delta Backpack,paid_search,7,500.21
T100464,2025-08-19,CUST-0011,Delta Backpack,retail,2,1410.26
T100465,2025-11-22,CUST-0059,Delta Backpack,organic,8,2070.19
T100466,2025-10-13,CUST-0015,Aurora Desk Lamp,organic,4,
T100467,2025-04-04,CUST-0060,Basalt Mug,organic,1,
T100468,2025-11-02,CUST-0049,Aurora Desk Lamp,affiliate,7,2233.69
T100469,2025-12-04,CUST-0057,Delta Backpack,affiliate,3,458.41
T100470,2025-01-03,CUST-0052,Ember Kettle,affiliate,2,2045.18
T100471,2025-02-23,CUST-0014,Aurora Desk Lamp,affiliate,5,141.52
T100472,2025-03-27,CUST-0028,Aurora Desk Lamp,retail,4,1222.74
T100473,2025-10-03,CUST-0007,Aurora Desk Lamp,paid_search,2,1316.12
T100474,2025-06-09,CUST-0013,Aurora Desk Lamp,paid_search,3,734.90
T100475,2025-02-03,CUST-0040,Ember Kettle,affiliate,4,116.00
T100476,2025-11-07,CUST-0044,Basalt Mug,email,1,2200.37
T100477,2025-07-26,CUST-0020,Cirrus Notebook,organic,5,2108.99
T100478,2025-01-11,CUST-0031,Ember Kettle,organic,8,924.91
T100479,2025-06-09,CUST-0023,Cirrus Notebook,email,7,1931.05
T100480,2025-01-25,CUST-0053,Cirrus Notebook,organic,6,1853.16
T100481,2025-07-21,CUST-0004,Ember Kettle,email,9,816.64
T100482,2025-04-14,CUST-0057,Aurora Desk Lamp,affiliate,2,2236.17
T100483,2025-12-09,CUST-0048,Cirrus Notebook,email,3,1042.15
T100484,2025-07-08,CUST-0042,Ember Kettle,email,2,828.07
T100485,2025-03-21,CUST-0001,Aurora Desk Lamp,email,7,177.75
T100486,2025-06-03,CUST-0059,Delta Backpack,email,8,351.65
T100487,2025-03-04,CUST-0057,Aurora Desk Lamp,retail,7,620.79
T100488,2025-08-11,CUST-0014,Cirrus Notebook,organic,1,782.59
T100489,2025-11-11,CUST-0043,Ember Kettle,email,4,675.03
T100490,2025-05-22,CUST-0017,Aurora Desk Lamp,email,3,640.16
T100491,2025-10-19,CUST-0023,Cirrus Notebook,email,5,
T100492,2025-09-24,CUST-0056,Basalt Mug,paid_search,5,433.07
T100493,2025-03-10,CUST-0055,Cirrus Notebook,email,4,1828.78
T100494,2025-04-21,CUST-0016,Cirrus Notebook,paid_search,1,N/A
T100495,2025-01-16,CUST-0008,Delta Backpack,email,2,1058.77
T100496,2025-08-06,CUST-0029,Delta Backpack,retail,8,2184.71
T100497,2025-04-11,CUST-0056,Delta Backpack,email,9,1336.83
T100498,2025-02-02,CUST-0014,Aurora Desk Lamp,affiliate,1,2265.54
T100499,2025-02-16,CUST-0014,Cirrus Notebook,retail,3,645.54
T100500,2025-11-26,CUST-0042,Ember Kettle,email,8,874.63
